Date,XST.TO,XFN.TO,XEG.TO,XRE.TO,XIT.TO,XIC.TO,XGD.TO, XUT.TO ,XHC.TO,XQQ.TO,BTC-CAD,,,,,,,,,,
5/24/2016, $52.19 , $31.19 , $11.72 , $16.17 , $12.83 , $22.16 , $12.98 , $21.16 , $39.57 ,36.66,585.394653,,,,,,,,,,
5/25/2016, $52.00 , $31.48 , $11.98 , $16.19 , $12.90 , $22.34 , $13.13 , $21.10 , $39.85 ,37.009998,585.917419,,,,,,,,,,
5/26/2016, $52.29 , $31.46 , $11.97 , $16.27 , $12.95 , $22.32 , $13.08 , $21.16 , $39.85 ,37.07,588.220398,,,,,,,,,,
5/27/2016, $52.36 , $31.62 , $11.99 , $16.33 , $13.12 , $22.42 , $12.78 , $21.27 , $40.07 ,37.27,616.166016,,,,,,,,,,
5/30/2016, $52.60 , $31.57 , $11.92 , $16.37 , $13.14 , $22.39 , $12.73 , $21.25 , $40.15 ,37.41,696.158691,,,,,,,,,,
5/31/2016, $52.27 , $31.36 , $12.07 , $16.10 , $13.26 , $22.36 , $13.03 , $22.38 , $40.13 ,37.23,694.78717,,,,,,,,,,
6/1/2016, $52.19 , $31.33 , $11.94 , $16.12 , $13.21 , $22.35 , $13.05 , $21.38 , $40.19 ,37.400002,701.969177,,,,,,,,,,
6/2/2016, $52.47 , $31.50 , $12.08 , $16.11 , $13.27 , $22.47 , $13.13 , $21.44 , $40.51 ,37.439999,704.366699,,,,,,,,,,
6/3/2016, $53.00 , $31.37 , $12.02 , $16.33 , $13.22 , $22.63 , $14.39 , $21.60 , $40.40 ,37.299999,735.910889,,,,,,,,,,
6/6/2016, $52.55 , $31.42 , $12.23 , $16.30 , $13.25 , $22.72 , $14.24 , $21.62 , $40.61 ,37.419998,750.190002,,,,,,,,,,
6/7/2016, $52.66 , $31.67 , $12.60 , $16.33 , $13.19 , $22.84 , $14.05 , $21.62 , $40.48 ,37.310001,735.564758,,,,,,,,,,
6/8/2016, $52.32 , $31.62 , $12.35 , $16.47 , $13.17 , $22.77 , $14.38 , $21.83 , $40.52 ,37.34,737.816711,,,,,,,,,,
6/9/2016, $51.91 , $31.40 , $12.18 , $16.41 , $13.12 , $22.66 , $14.63 , $21.77 , $40.36 ,37.290001,731.503967,,,,,,,,,,
6/10/2016, $51.20 , $31.06 , $11.71 , $16.49 , $12.89 , $22.33 , $14.49 , $21.71 , $39.72 ,36.959999,737.833374,,,,,,,,,,
6/13/2016, $50.97 , $30.91 , $11.71 , $16.47 , $12.90 , $22.28 , $14.54 , $21.71 , $39.50 ,36.540001,903.714355,,,,,,,,,,
6/14/2016, $50.70 , $30.62 , $11.70 , $16.41 , $12.68 , $22.12 , $14.32 , $21.66 , $39.34 ,36.580002,881.697449,,,,,,,,,,
6/15/2016, $50.41 , $30.48 , $11.61 , $16.36 , $12.76 , $22.01 , $14.88 , $21.58 , $39.06 ,36.5,896.559448,,,,,,,,,,
6/16/2016, $50.38 , $30.51 , $11.48 , $16.34 , $12.67 , $21.94 , $14.57 , $21.50 , $39.00 ,36,989.22699,,,,,,,,,,
6/17/2016, $50.22 , $30.50 , $11.65 , $16.28 , $12.62 , $21.99 , $14.53 , $21.25 , $38.71 ,36,965.119019,,,,,,,,,,
6/20/2016, $50.33 , $30.76 , $11.88 , $16.43 , $12.75 , $22.17 , $14.44 , $21.44 , $39.13 ,36.299999,943.501831,,,,,,,,,,
6/21/2016, $49.89 , $30.97 , $11.92 , $16.36 , $12.73 , $22.16 , $14.10 , $21.47 , $39.09 ,36.380001,853.447876,,,,,,,,,,
6/22/2016, $49.78 , $30.91 , $11.74 , $16.45 , $12.69 , $22.14 , $14.42 , $21.43 , $39.05 ,36.34,763.9823,,,,,,,,,,
6/23/2016, $50.16 , $31.21 , $12.07 , $16.38 , $12.77 , $22.35 , $14.19 , $21.30 , $39.59 ,36.73,800.000916,,,,,,,,,,
6/24/2016, $49.65 , $30.29 , $11.71 , $16.45 , $12.43 , $21.98 , $15.25 , $21.58 , $38.56 ,35.400002,863.691162,,,,,,,,,,
6/27/2016, $49.73 , $29.66 , $11.38 , $16.47 , $12.06 , $21.66 , $15.56 , $21.57 , $38.19 ,34.599998,855.920227,,,,,,,,,,
6/28/2016, $50.64 , $30.09 , $11.64 , $16.61 , $12.20 , $21.89 , $15.32 , $21.65 , $39.04 ,35.32,842.265869,,,,,,,,,,
6/29/2016, $50.70 , $30.33 , $11.99 , $16.91 , $12.36 , $22.21 , $15.53 , $21.89 , $39.78 ,35.98,827.441772,,,,,,,,,,
6/30/2016, $50.71 , $30.26 , $12.00 , $16.98 , $12.36 , $22.25 , $15.74 , $22.12 , $40.20 ,36.299999,872.375366,,,,,,,,,,
7/4/2016, $50.73 , $30.52 , $12.18 , $17.00 , $12.56 , $22.59 , $16.52 , $22.23 , $40.51 ,36.650002,879.667908,,,,,,,,,,
7/5/2016, $51.04 , $30.36 , $12.06 , $17.08 , $12.31 , $22.51 , $16.83 , $22.47 , $40.30 ,36.34,871.949219,,,,,,,,,,
7/6/2016, $50.82 , $30.20 , $12.08 , $17.25 , $12.25 , $22.54 , $17.23 , $22.72 , $40.63 ,36.599998,877.956421,,,,,,,,,,
7/7/2016, $50.67 , $30.13 , $11.90 , $17.21 , $12.28 , $22.39 , $16.77 , $22.50 , $40.55 ,36.709999,832.474365,,,,,,,,,,
7/8/2016, $50.89 , $30.35 , $12.08 , $17.24 , $12.44 , $22.60 , $17.20 , $22.39 , $41.00 ,37.259998,868.879395,,,,,,,,,,
7/11/2016, $51.82 , $30.60 , $12.03 , $17.25 , $12.53 , $22.77 , $17.33 , $22.58 , $41.05 ,37.540001,849.728577,,,,,,,,,,
7/12/2016, $52.32 , $30.93 , $12.40 , $17.35 , $12.66 , $22.95 , $16.57 , $22.55 , $41.20 ,37.689999,867.770752,,,,,,,,,,
7/13/2016, $52.79 , $30.98 , $12.23 , $17.30 , $12.59 , $22.96 , $16.92 , $22.52 , $41.19 ,37.619999,848.910461,,,,,,,,,,
7/14/2016, $52.67 , $31.12 , $12.29 , $17.14 , $12.65 , $23.01 , $16.78 , $22.43 , $41.26 ,37.810001,849.447083,,,,,,,,,,
7/15/2016, $52.41 , $31.19 , $12.23 , $17.02 , $12.68 , $22.96 , $16.66 , $22.35 , $41.18 ,37.810001,859.97644,,,,,,,,,,
7/18/2016, $52.53 , $31.20 , $12.26 , $17.11 , $12.62 , $23.02 , $16.75 , $22.44 , $41.20 ,38.009998,872.143494,,,,,,,,,,
7/19/2016, $52.99 , $31.21 , $12.18 , $17.21 , $12.73 , $23.01 , $16.71 , $22.53 , $41.15 ,37.880001,876.405396,,,,,,,,,,
7/20/2016, $53.17 , $31.41 , $12.27 , $17.25 , $12.90 , $23.03 , $15.74 , $22.55 , $41.61 ,38.360001,869.917175,,,,,,,,,,
7/21/2016, $53.04 , $31.34 , $12.25 , $17.32 , $12.95 , $23.07 , $16.24 , $22.61 , $41.47 ,38.200001,869.03772,,,,,,,,,,
7/22/2016, $53.11 , $31.38 , $12.31 , $17.21 , $12.96 , $23.15 , $16.32 , $22.72 , $41.74 ,38.43,853.677185,,,,,,,,,,
7/25/2016, $53.16 , $31.35 , $11.86 , $17.20 , $13.10 , $22.99 , $15.85 , $22.70 , $41.61 ,38.450001,864.781616,,,,,,,,,,
7/26/2016, $52.82 , $31.43 , $11.92 , $17.23 , $13.14 , $23.07 , $16.25 , $22.61 , $41.67 ,38.5,858.660217,,,,,,,,,,
7/27/2016, $53.46 , $31.26 , $11.73 , $17.08 , $13.57 , $23.07 , $16.92 , $22.42 , $41.77 ,38.75,859.556763,,,,,,,,,,
7/28/2016, $53.63 , $31.28 , $11.85 , $17.17 , $13.47 , $23.09 , $16.83 , $22.62 , $41.82 ,38.849998,861.23999,,,,,,,,,,
7/29/2016, $53.36 , $31.22 , $11.94 , $17.23 , $13.38 , $23.12 , $17.12 , $22.62 , $41.77 ,38.959999,855.666382,,,,,,,,,,
8/2/2016, $53.37 , $30.85 , $11.65 , $17.18 , $13.39 , $22.95 , $17.63 , $22.60 , $41.80 ,38.889999,717.398193,,,,,,,,,,
8/3/2016, $53.55 , $30.93 , $11.91 , $17.07 , $13.42 , $23.02 , $17.39 , $22.59 , $41.62 ,38.970001,740.282593,,,,,,,,,,
8/4/2016, $53.25 , $30.74 , $12.04 , $17.10 , $13.38 , $23.04 , $17.43 , $22.65 , $41.68 ,39.110001,752.469666,,,,,,,,,,
8/5/2016, $53.78 , $31.08 , $12.21 , $17.00 , $13.61 , $23.23 , $17.03 , $22.69 , $41.65 ,39.5,757.101624,,,,,,,,,,
8/8/2016, $53.85 , $31.25 , $12.45 , $17.02 , $13.62 , $23.40 , $17.15 , $22.61 , $41.24 ,39.369999,777.41333,,,,,,,,,,
8/9/2016, $54.35 , $31.36 , $12.45 , $16.89 , $13.66 , $23.48 , $17.25 , $22.52 , $41.47 ,39.529999,770.842285,,,,,,,,,,
8/10/2016, $54.26 , $31.28 , $12.39 , $16.84 , $13.64 , $23.44 , $17.46 , $22.42 , $41.28 ,39.400002,773.108948,,,,,,,,,,
8/11/2016, $54.48 , $31.34 , $12.54 , $16.58 , $13.53 , $23.49 , $17.28 , $22.46 , $41.59 ,39.619999,764.97229,,,,,,,,,,
8/12/2016, $54.04 , $31.20 , $12.59 , $16.63 , $13.58 , $23.41 , $17.21 , $22.38 , $41.42 ,39.57,760.8302,,,,,,,,,,
8/15/2016, $54.05 , $31.21 , $12.74 , $16.69 , $13.47 , $23.45 , $17.05 , $22.33 , $41.56 ,39.779999,733.271118,,,,,,,,,,
8/16/2016, $54.69 , $31.11 , $12.72 , $16.65 , $13.38 , $23.36 , $16.91 , $22.22 , $41.12 ,39.57,742.817566,,,,,,,,,,
8/17/2016, $54.84 , $31.15 , $12.65 , $16.65 , $13.31 , $23.34 , $16.70 , $22.33 , $41.12 ,39.349998,736.181335,,,,,,,,,,
8/18/2016, $54.49 , $30.99 , $12.83 , $16.72 , $13.25 , $23.33 , $16.75 , $22.42 , $40.95 ,39.580002,733.633789,,,,,,,,,,
8/19/2016, $54.15 , $31.14 , $12.78 , $16.71 , $13.24 , $23.32 , $16.52 , $22.31 , $40.79 ,39.599998,740.778259,,,,,,,,,,
8/22/2016, $55.65 , $31.22 , $12.71 , $16.86 , $13.32 , $23.40 , $16.36 , $22.53 , $40.98 ,39.549999,759.199707,,,,,,,,,,
8/23/2016, $55.54 , $31.49 , $12.74 , $16.92 , $13.46 , $23.45 , $16.03 , $22.40 , $41.12 ,39.73,753.655457,,,,,,,,,,
8/24/2016, $55.89 , $31.51 , $12.61 , $16.73 , $13.39 , $23.23 , $14.86 , $22.32 , $40.50 ,39.41,750.233337,,,,,,,,,,
8/25/2016, $55.48 , $31.50 , $12.58 , $16.65 , $13.40 , $23.23 , $15.02 , $22.38 , $40.25 ,39.299999,745.889404,,,,,,,,,,
8/26/2016, $55.49 , $31.60 , $12.62 , $16.60 , $13.56 , $23.24 , $15.02 , $22.18 , $40.30 ,39.439999,753.25647,,,,,,,,,,
8/29/2016, $55.50 , $31.76 , $12.60 , $16.58 , $13.50 , $23.33 , $15.18 , $22.30 , $40.49 ,39.529999,747.028015,,,,,,,,,,
8/30/2016, $55.20 , $31.99 , $12.63 , $16.38 , $13.57 , $23.34 , $14.47 , $22.01 , $40.46 ,39.330002,755.604919,,,,,,,,,,
8/31/2016, $55.43 , $31.81 , $12.41 , $16.33 , $13.60 , $23.19 , $14.27 , $21.94 , $40.18 ,39.360001,754.501343,,,,,,,,,,
9/1/2016, $55.80 , $31.88 , $12.43 , $16.32 , $13.73 , $23.34 , $14.78 , $22.00 , $39.99 ,39.389999,749.316284,,,,,,,,,,
9/2/2016, $56.13 , $31.94 , $12.57 , $16.47 , $13.75 , $23.52 , $15.18 , $22.17 , $40.25 ,39.490002,747.680115,,,,,,,,,,
9/6/2016, $55.88 , $31.85 , $12.57 , $16.57 , $13.60 , $23.54 , $15.72 , $22.24 , $40.30 ,39.779999,784.288147,,,,,,,,,,
9/7/2016, $55.11 , $31.84 , $12.53 , $16.53 , $13.53 , $23.53 , $15.72 , $22.24 , $40.28 ,39.790001,791.655579,,,,,,,,,,
9/8/2016, $54.53 , $31.78 , $12.79 , $16.55 , $13.40 , $23.55 , $15.41 , $22.23 , $40.35 ,39.599998,809.200256,,,,,,,,,,
9/9/2016, $53.69 , $31.61 , $12.40 , $16.22 , $13.16 , $23.12 , $14.73 , $21.82 , $39.60 ,38.630001,812.64679,,,,,,,,,,
9/12/2016, $53.33 , $31.58 , $12.40 , $16.15 , $13.47 , $23.22 , $15.19 , $21.82 , $40.10 ,39.259998,792.297302,,,,,,,,,,
9/13/2016, $53.06 , $31.30 , $11.98 , $15.92 , $13.27 , $22.84 , $14.77 , $21.57 , $39.72 ,38.91,801.57843,,,,,,,,,,
9/14/2016, $53.38 , $31.18 , $11.87 , $15.87 , $13.37 , $22.70 , $14.76 , $21.55 , $39.61 ,39.209999,805.61438,,,,,,,,,,
9/15/2016, $53.96 , $31.60 , $11.97 , $15.87 , $13.43 , $22.92 , $14.83 , $21.66 , $40.02 ,39.75,798.833862,,,,,,,,,,
9/16/2016, $53.50 , $31.43 , $11.90 , $15.85 , $13.40 , $22.82 , $14.65 , $21.70 , $40.05 ,39.75,801.568604,,,,,,,,,,
9/19/2016, $53.57 , $31.49 , $11.93 , $16.10 , $13.51 , $22.91 , $14.75 , $21.80 , $39.99 ,39.630001,804.179626,,,,,,,,,,
9/20/2016, $54.20 , $31.69 , $11.82 , $16.16 , $13.67 , $22.96 , $14.77 , $21.93 , $40.26 ,39.700001,801.81604,,,,,,,,,,
9/21/2016, $54.30 , $31.87 , $12.03 , $16.20 , $13.72 , $23.25 , $15.75 , $22.07 , $40.55 ,40.009998,781.130615,,,,,,,,,,
9/22/2016, $54.79 , $32.11 , $12.19 , $16.32 , $13.79 , $23.37 , $15.58 , $22.24 , $40.82 ,40.349998,777.811096,,,,,,,,,,
9/23/2016, $54.53 , $31.95 , $12.00 , $16.18 , $13.82 , $23.22 , $15.26 , $22.19 , $40.69 ,40.099998,793.581177,,,,,,,,,,
9/26/2016, $53.81 , $31.78 , $11.99 , $16.13 , $13.78 , $23.12 , $15.16 , $22.13 , $40.15 ,39.759998,804.258545,,,,,,,,,,
9/27/2016, $54.04 , $31.78 , $11.77 , $16.13 , $13.87 , $23.02 , $14.83 , $22.04 , $40.40 ,40.07,800.624084,,,,,,,,,,
9/28/2016, $53.71 , $32.01 , $12.41 , $16.19 , $13.85 , $23.31 , $15.06 , $22.01 , $40.45 ,40.150002,790.016724,,,,,,,,,,
9/29/2016, $53.53 , $31.94 , $12.67 , $16.10 , $13.77 , $23.35 , $15.03 , $22.05 , $39.77 ,39.93,796.667969,,,,,,,,,,
9/30/2016, $53.69 , $31.97 , $12.68 , $16.16 , $13.77 , $23.33 , $14.84 , $22.06 , $40.09 ,40.27,800.094238,,,,,,,,,,
10/3/2016, $53.35 , $31.89 , $12.75 , $15.95 , $13.77 , $23.26 , $14.48 , $21.87 , $39.99 ,40.16,802.812439,,,,,,,,,,
10/4/2016, $52.96 , $31.83 , $12.69 , $15.70 , $13.85 , $22.98 , $13.13 , $21.62 , $39.97 ,40.040001,805.286194,,,,,,,,,,
10/5/2016, $53.05 , $32.04 , $13.00 , $15.57 , $13.86 , $23.14 , $13.19 , $21.43 , $40.11 ,40.220001,807.166992,,,,,,,,,,
10/6/2016, $52.93 , $32.07 , $13.05 , $15.61 , $13.91 , $23.12 , $12.85 , $21.57 , $40.00 ,40.220001,810.536377,,,,,,,,,,
10/7/2016, $52.83 , $32.01 , $13.00 , $15.69 , $13.83 , $23.07 , $12.96 , $21.39 , $40.01 ,40.119999,820.153748,,,,,,,,,,
10/11/2016, $52.78 , $31.97 , $13.14 , $15.61 , $13.60 , $23.05 , $12.74 , $21.25 , $39.39 ,39.779999,847.945984,,,,,,,,,,
10/12/2016, $53.46 , $32.04 , $13.05 , $15.83 , $13.58 , $23.16 , $13.05 , $21.51 , $39.20 ,39.77,844.417664,,,,,,,,,,
10/13/2016, $53.68 , $32.06 , $13.12 , $15.95 , $13.48 , $23.20 , $13.22 , $21.45 , $39.33 ,39.48,840.621216,,,,,,,,,,
10/14/2016, $53.68 , $32.10 , $13.06 , $15.91 , $13.51 , $23.12 , $12.87 , $21.72 , $39.10 ,39.939999,841.136475,,,,,,,,,,
10/17/2016, $53.78 , $32.07 , $13.01 , $16.01 , $13.51 , $23.11 , $13.06 , $21.85 , $38.90 ,39.580002,838.301636,,,,,,,,,,
10/18/2016, $54.17 , $32.35 , $13.13 , $16.05 , $13.61 , $23.37 , $13.52 , $21.88 , $39.30 ,39.91,836.046631,,,,,,,,,,
10/19/2016, $54.34 , $32.43 , $13.36 , $16.05 , $13.61 , $23.52 , $13.90 , $22.09 , $39.18 ,39.91,827.872803,,,,,,,,,,
10/20/2016, $54.00 , $32.47 , $13.39 , $16.07 , $13.59 , $23.53 , $13.97 , $22.00 , $39.30 ,39.849998,834.2453,,,,,,,,,,
10/21/2016, $53.94 , $32.64 , $13.52 , $16.07 , $13.73 , $23.67 , $14.00 , $22.09 , $38.99 ,40,843.433167,,,,,,,,,,
10/24/2016, $54.22 , $32.67 , $13.43 , $16.00 , $13.79 , $23.65 , $13.75 , $22.14 , $38.87 ,40.419998,872.705566,,,,,,,,,,
10/25/2016, $53.78 , $32.55 , $13.21 , $15.94 , $13.67 , $23.58 , $14.07 , $22.01 , $38.66 ,40.380001,877.880005,,,,,,,,,,
10/26/2016, $53.99 , $32.67 , $13.13 , $15.83 , $13.29 , $23.49 , $13.77 , $22.15 , $38.42 ,40.110001,906.960327,,,,,,,,,,
10/27/2016, $53.86 , $32.75 , $13.36 , $15.69 , $13.36 , $23.54 , $13.56 , $22.05 , $38.60 ,39.869999,921.16925,,,,,,,,,,
10/28/2016, $54.06 , $32.63 , $13.17 , $15.68 , $13.36 , $23.44 , $13.61 , $22.16 , $37.84 ,39.900002,923.856506,,,,,,,,,,
10/31/2016, $54.09 , $32.70 , $12.92 , $15.71 , $13.52 , $23.45 , $14.04 , $22.24 , $37.65 ,39.619999,940.353943,,,,,,,,,,
11/1/2016, $54.02 , $32.53 , $12.97 , $15.61 , $13.45 , $23.44 , $14.40 , $22.06 , $37.40 ,39.23,977.046936,,,,,,,,,,
11/2/2016, $53.47 , $32.29 , $12.75 , $15.45 , $13.36 , $23.15 , $14.11 , $21.86 , $37.30 ,39.009998,992.340393,,,,,,,,,,
11/3/2016, $53.23 , $32.34 , $12.67 , $15.43 , $13.39 , $23.13 , $14.35 , $21.63 , $36.86 ,38.560001,922.100464,,,,,,,,,,
11/4/2016, $52.90 , $32.15 , $12.55 , $15.51 , $13.36 , $23.01 , $14.22 , $21.88 , $36.91 ,38.459999,942.3349,,,,,,,,,,
11/7/2016, $53.30 , $32.60 , $12.78 , $15.60 , $13.48 , $23.24 , $13.65 , $21.94 , $37.65 ,39.290001,939.945496,,,,,,,,,,
11/8/2016, $53.37 , $32.69 , $12.74 , $15.62 , $13.47 , $23.25 , $13.47 , $21.81 , $37.82 ,39.599998,943.600952,,,,,,,,,,
11/9/2016, $53.18 , $32.85 , $12.98 , $15.51 , $13.69 , $23.40 , $13.80 , $21.50 , $39.24 ,39.759998,969.475159,,,,,,,,,,
11/10/2016, $51.69 , $33.45 , $12.90 , $15.19 , $13.65 , $23.39 , $12.87 , $20.87 , $39.52 ,39.16,963.681213,,,,,,,,,,
11/11/2016, $51.28 , $33.34 , $12.74 , $15.10 , $13.59 , $23.09 , $11.95 , $20.60 , $39.00 ,39.110001,969.948853,,,,,,,,,,
11/14/2016, $50.89 , $33.58 , $12.88 , $15.07 , $13.38 , $23.16 , $12.07 , $20.34 , $38.90 ,38.799999,954.175415,,,,,,,,,,
11/15/2016, $51.68 , $33.51 , $13.33 , $15.02 , $13.45 , $23.42 , $12.52 , $20.65 , $38.90 ,39.389999,957.19873,,,,,,,,,,
11/16/2016, $52.36 , $33.44 , $13.21 , $15.11 , $13.43 , $23.37 , $12.41 , $20.66 , $38.81 ,39.490002,998.862549,,,,,,,,,,
11/17/2016, $52.93 , $33.74 , $13.23 , $15.20 , $13.58 , $23.55 , $12.20 , $20.90 , $39.01 ,39.799999,1002.690063,,,,,,,,,,
11/18/2016, $52.52 , $33.92 , $13.36 , $15.22 , $13.61 , $23.60 , $12.10 , $20.85 , $38.69 ,39.720001,1014.564636,,,,,,,,,,
11/21/2016, $52.81 , $34.22 , $13.78 , $15.24 , $13.65 , $23.88 , $12.22 , $20.93 , $38.57 ,40.099998,991.035828,,,,,,,,,,
11/22/2016, $53.26 , $34.33 , $13.76 , $15.34 , $13.70 , $23.97 , $12.25 , $20.99 , $38.04 ,40.169998,1008.908752,,,,,,,,,,
11/23/2016, $53.27 , $34.39 , $13.77 , $15.20 , $13.76 , $23.96 , $11.69 , $21.00 , $38.20 ,40.02,1005.052979,,,,,,,,,,
11/24/2016, $53.13 , $34.40 , $13.76 , $15.19 , $13.76 , $23.95 , $11.65 , $21.00 , $38.30 ,40.119999,998.723877,,,,,,,,,,
11/25/2016, $53.20 , $34.51 , $13.52 , $15.20 , $13.80 , $23.95 , $11.74 , $21.20 , $38.47 ,40.200001,1003.302734,,,,,,,,,,
11/28/2016, $53.04 , $34.24 , $13.26 , $15.38 , $13.71 , $23.83 , $12.22 , $21.34 , $38.15 ,40.09,986.283752,,,,,,,,,,
11/29/2016, $53.52 , $34.50 , $12.94 , $15.56 , $13.85 , $23.84 , $12.19 , $21.25 , $38.35 ,40.380001,987.695496,,,,,,,,,,
11/30/2016, $52.75 , $34.26 , $14.00 , $15.51 , $13.82 , $23.98 , $11.90 , $21.10 , $38.21 ,39.75,1001.090149,,,,,,,,,,
12/1/2016, $51.75 , $34.24 , $14.10 , $15.50 , $13.54 , $23.89 , $11.76 , $21.14 , $37.68 ,39.029999,1006.73645,,,,,,,,,,
12/2/2016, $52.27 , $34.28 , $14.03 , $15.61 , $13.43 , $23.92 , $12.13 , $21.06 , $37.82 ,39.130001,1034.120972,,,,,,,,,,
12/5/2016, $52.12 , $34.31 , $14.13 , $15.52 , $13.37 , $23.99 , $12.08 , $21.09 , $37.84 ,39.439999,1006.719055,,,,,,,,,,
12/6/2016, $51.76 , $34.57 , $14.10 , $15.55 , $13.21 , $24.04 , $12.02 , $21.04 , $37.87 ,39.459999,1014.278076,,,,,,,,,,
12/7/2016, $52.42 , $34.85 , $14.01 , $15.63 , $13.62 , $24.23 , $12.11 , $21.16 , $37.59 ,40,1015.777771,,,,,,,,,,
12/8/2016, $52.38 , $35.22 , $14.03 , $15.75 , $13.50 , $24.32 , $12.11 , $21.19 , $37.57 ,40.060001,1016.852539,,,,,,,,,,
12/9/2016, $52.83 , $35.45 , $14.13 , $15.79 , $13.43 , $24.35 , $11.66 , $21.29 , $38.25 ,40.369999,1018.156128,,,,,,,,,,
12/12/2016, $52.90 , $35.35 , $14.18 , $15.79 , $13.59 , $24.31 , $11.66 , $21.28 , $38.25 ,40.150002,1024.020142,,,,,,,,,,
12/13/2016, $53.27 , $35.58 , $14.44 , $15.78 , $13.65 , $24.48 , $11.85 , $21.50 , $38.75 ,40.810001,1024.94812,,,,,,,,,,
12/14/2016, $52.88 , $35.40 , $14.11 , $15.55 , $13.51 , $24.18 , $11.29 , $21.35 , $38.59 ,40.580002,1037.963135,,,,,,,,,,
12/15/2016, $52.68 , $35.66 , $14.17 , $15.39 , $13.63 , $24.22 , $10.87 , $21.34 , $38.87 ,40.700001,1037.502563,,,,,,,,,,
12/16/2016, $52.86 , $35.61 , $14.24 , $15.60 , $13.56 , $24.27 , $10.98 , $21.46 , $38.80 ,40.529999,1046.437988,,,,,,,,,,
12/19/2016, $52.78 , $35.63 , $14.25 , $15.69 , $13.75 , $24.30 , $11.07 , $21.55 , $38.77 ,40.689999,1062.474609,,,,,,,,,,
12/20/2016, $52.61 , $35.79 , $14.20 , $15.69 , $13.76 , $24.34 , $11.05 , $21.42 , $38.84 ,40.849998,1070.851318,,,,,,,,,,
12/21/2016, $52.70 , $35.81 , $14.20 , $15.79 , $13.63 , $24.36 , $11.05 , $21.47 , $38.72 ,40.84,1120.272583,,,,,,,,,,
12/22/2016, $52.65 , $35.84 , $14.24 , $15.79 , $13.61 , $24.40 , $11.10 , $21.63 , $38.61 ,40.68,1165.572754,,,,,,,,,,
12/23/2016, $52.58 , $35.77 , $14.14 , $15.83 , $13.67 , $24.41 , $11.34 , $21.66 , $38.90 ,40.73,1247.720947,,,,,,,,,,
12/28/2016, $52.51 , $35.64 , $14.14 , $15.76 , $13.68 , $24.31 , $11.88 , $21.59 , $38.42 ,40.52,1322.568115,,,,,,,,,,
12/29/2016, $52.82 , $35.50 , $14.10 , $15.92 , $13.69 , $24.40 , $12.63 , $21.68 , $38.45 ,40.41,1312.176636,,,,,,,,,,
12/30/2016, $52.66 , $35.34 , $14.02 , $16.00 , $13.66 , $24.21 , $12.13 , $21.68 , $38.41 ,39.950001,1290.942627,,,,,,,,,,
1/3/2017, $52.42 , $35.61 , $14.09 , $15.98 , $13.65 , $24.40 , $12.56 , $21.50 , $38.90 ,40.32,1400.833252,,,,,,,,,,
1/4/2017, $52.39 , $35.92 , $14.14 , $16.09 , $13.80 , $24.57 , $12.58 , $21.63 , $39.09 ,40.610001,1535.675415,,,,,,,,,,
1/5/2017, $52.46 , $35.94 , $14.07 , $16.17 , $13.68 , $24.67 , $13.28 , $21.65 , $39.34 ,40.810001,1340.397705,,,,,,,,,,
1/6/2017, $52.09 , $35.94 , $14.01 , $16.22 , $13.71 , $24.55 , $12.78 , $21.61 , $39.45 ,41.150002,1193.882568,,,,,,,,,,
1/9/2017, $52.24 , $35.73 , $13.66 , $16.16 , $13.67 , $24.39 , $12.83 , $21.55 , $39.60 ,41.330002,1193.087158,,,,,,,,,,
1/10/2017, $52.08 , $35.86 , $13.53 , $16.08 , $13.67 , $24.44 , $12.84 , $21.56 , $39.75 ,41.41,1202.220825,,,,,,,,,,
1/11/2017, $51.99 , $36.12 , $13.51 , $16.02 , $13.70 , $24.53 , $12.76 , $21.59 , $39.24 ,41.43,1023.761536,,,,,,,,,,
1/12/2017, $51.78 , $35.95 , $13.40 , $15.91 , $13.70 , $24.44 , $12.76 , $21.76 , $39.11 ,41.279999,1058.276245,,,,,,,,,,
1/13/2017, $52.45 , $36.08 , $13.46 , $15.91 , $13.69 , $24.54 , $12.83 , $21.76 , $39.22 ,41.540001,1080.325439,,,,,,,,,,
1/16/2017, $52.51 , $35.97 , $13.44 , $15.97 , $13.67 , $24.51 , $13.05 , $21.82 , $39.15 ,41.560001,1095.62915,,,,,,,,,,
1/17/2017, $52.75 , $35.75 , $13.48 , $16.00 , $13.62 , $24.46 , $13.08 , $21.92 , $38.90 ,41.34,1185.857788,,,,,,,,,,
1/18/2017, $52.97 , $35.75 , $13.30 , $15.92 , $13.65 , $24.41 , $13.08 , $21.87 , $38.94 ,41.43,1175.921387,,,,,,,,,,
1/19/2017, $52.74 , $35.83 , $13.28 , $15.95 , $13.57 , $24.42 , $13.04 , $21.85 , $38.71 ,41.490002,1197.565186,,,,,,,,,,
1/20/2017, $53.08 , $36.17 , $13.39 , $15.97 , $13.60 , $24.63 , $13.22 , $21.85 , $38.63 ,41.549999,1192.801147,,,,,,,,,,
1/23/2017, $52.78 , $36.11 , $13.00 , $15.96 , $13.61 , $24.54 , $13.52 , $21.76 , $38.42 ,41.630001,1219.235718,,,,,,,,,,
1/24/2017, $52.83 , $36.18 , $13.29 , $15.95 , $13.77 , $24.75 , $13.45 , $21.82 , $38.21 ,41.91,1174.329712,,,,,,,,,,
